,sumoId,tomId,distance
177,18083,106119.0,351.420560293408
178,18095,208240.0,842.6151785706278
179,18134,207997.0,140.96462054190903
180,18178,111407.0,433.6432540068852
181,18254,106115.0,245.5444201471666
182,18256,106663.0,52.261911698412845
183,18257,106663.0,228.35514783933948
184,18258,220023.0,113.18247438732723
185,17363,91663.0,576.7312576141862
186,17649,231031.0,762.6019800085064
187,18037,207707.0,4.354892181490829
188,18234,92397.0,228.69047198573668
189,18176,208012.0,176.48999906263307
190,18317,208230.0,216.69047198573668
191,18227,207706.0,678.218617545005
192,18175,91984.0,216.69047198573668
193,17963,207995.0,105.26888380634183
194,18033,107004.0,32.44697074452971
195,18036,207748.0,22.801464572289003
196,17642,91665.0,109.21661067991764
197,17643,208366.0,333.48125281750174
198,17933,91665.0,62.21661067991764
199,17645,207709.0,116.70112507708467
200,18085,207753.0,440.29815135997063
201,18179,111407.0,432.06732890401014
202,18252,106112.0,128.7271675927339
203,18281,230471.0,524.1779060443505
204,18084,91707.0,46.16826168766485
205,18043,91707.0,201.26396775399166
206,18040,91706.0,11.071505458525731
207,17358,208370.0,157.6384318868783
208,17946,230489.0,89.74541317470386
209,18253,222124.0,219.9175135157669
210,17944,207999.0,16.36421779830903
211,17947,91973.0,9.374025845061432
212,18177,111408.0,15.62055559822656
213,18255,104036.0,98.04038757333281
214,18090,230476.0,441.57609655342196
215,18094,91704.0,9.857397495544008
216,18026,91667.0,9.789564909550084
217,18029,91951.0,181.46881791559662
218,18032,91950.0,482.8685117864846
219,18155,92261.0,210.47748184095144
220,18089,92144.0,166.34930058103487
221,18259,104032.0,25.60580168315099
222,18027,91950.0,146.8890960347819
223,17367,91667.0,223.8009559519987
224,18023,106403.0,175.0320250838645
225,17653,218767.0,201.54348989724107
226,18116,208310.0,630.5563439392753
227,17521,33418.0,185.3732126307235
228,17808,149551.0,336.44724922188607
229,27883,33418.0,495.49203551355515
230,17520,33430.0,151.35206172741235
231,17809,49323.0,217.5759894803876
232,17362,33378.0,369.31023323242493
233,17651,218766.0,188.72746039363093
234,17647,208364.0,224.88316633655248
235,51,132007.0,8.001861530660134
236,153,80652.0,443.74086860246456
237,583,132007.0,117.25232685116035
238,667,80652.0,467.6445131311003
239,1253,199887.0,114.47622888987242
240,2182,80658.0,105.19683005980978
241,5860,184093.0,52.120219601641324
242,5900,192178.0,304.37831529518047
243,6240,13739.0,240.19986124634036
244,6304,14058.0,329.771004773086
245,6321,130604.0,139.83187119626066
246,6334,14175.0,8.64908688388548
247,6377,183692.0,72.37147792091714
248,6449,182937.0,42.50766537399786
249,6466,14545.0,5.788760516573797
250,6514,131215.0,4.148262401609091
251,6534,131273.0,3.754491579787874
252,6548,14841.0,10.411669495940906
253,6574,182963.0,28.737062929524612
254,6765,131818.0,242.0978745169136
255,6821,15516.0,2.50980416483825
256,11089,130247.0,256.41585676124055
257,11538,128130.0,122.63193872243484
258,11709,196664.0,54.23206754619319
259,13788,133222.0,131.9992461342471
260,13895,17073.0,180.5414639479575
261,15734,202661.0,163.430908495802
262,15834,82368.0,363.95054772469064
263,16020,202562.0,299.4158770696374
264,16213,82368.0,391.0237937080746
265,16321,203015.0,54.7641729294385
266,16638,139768.0,5.152783354260716
267,17044,80635.0,143.07628196361026
268,17138,198877.0,55.04244643420382
269,17452,222542.0,98.85427185334727
270,17726,222542.0,112.8379246916983
271,17925,29137.0,97.62220613482515
272,18343,210022.0,4.690131244516541
273,18666,210019.0,26.833900744204826
274,18671,232042.0,341.41927223504507
275,18672,94036.0,66.28246859152407
276,18674,230744.0,36.11064662297367
277,18677,220490.0,19.53730868844013
278,18684,210031.0,407.5616297489135
279,18840,210071.0,3.72359861212298
280,18912,210020.0,13.833900744204824
281,18913,104172.0,847.8194031299354
282,19135,210012.0,510.6889788814997
283,19279,210426.0,6.623824686013564
284,19416,106619.0,10.908553371006386
285,19419,106623.0,12.138518495123332
286,19424,222694.0,51.982531981569224
287,19542,94022.0,391.21806274354765
288,19544,210024.0,266.12231704968065
289,19840,95567.0,187.1436722533751
290,19907,210699.0,29.912039812457156
291,19980,107292.0,1013.2629266140148
292,19981,210700.0,103.7931813555535
293,20298,112917.0,95.37057365013422
294,20319,202862.0,3.702561811020471
295,20330,86736.0,10.292326756730182
296,20349,116440.0,92.63877540462437
297,20358,202342.0,8.424736764188163
298,20367,106708.0,33.14961416704414
299,20474,89869.0,187.57885327507282
300,20483,203246.0,118.87115885564204
301,20571,89808.0,45.07743561759363
302,20607,203249.0,211.22181234836734
303,20608,203281.0,131.60521798990425
304,20620,202334.0,206.78613344518973
305,20715,86941.0,279.61538952911457
306,20729,116160.0,62.05590438301318
307,20732,222980.0,254.01513539950597
308,20738,86496.0,24.79957465439619
309,20864,86873.0,29.93230897360096
310,20869,86733.0,60.022471931315096
311,20882,90253.0,9.978874014595885
312,20884,111062.0,55.89172354467071
313,20927,86538.0,78.34157258346448
314,20929,202987.0,238.13925158841226
315,21004,114375.0,669.4324825008378
316,21039,203247.0,12.713465880054436
317,21101,228630.0,42.40536974313537
318,21230,86159.0,203.2316732821272
319,21414,232507.0,119.8243283813933
320,21422,203910.0,12.889171626108059
321,21551,205851.0,218.34652434467313
322,21552,89820.0,512.5257111246838
323,21609,206953.0,666.5187565330798
324,21611,227392.0,16.524674939625037
325,21655,206692.0,184.32469380001777
326,21695,228718.0,26.52413933125803
327,21697,112468.0,197.8781774524296
328,21698,205706.0,11.280295266579486
329,21749,114613.0,715.4279081054268
330,21756,203098.0,75.17822661008226
331,21773,226082.0,288.7938905020854
332,21786,111064.0,11.715015469557114
333,21788,227258.0,253.39061226141175
334,21793,205708.0,259.70004428514005
335,21798,87093.0,68.98657290900572
336,21799,106238.0,424.6344416644185
337,21800,86817.0,9.34485489952899
338,21801,202349.0,11.75741342803253
339,21805,231752.0,260.84010414756824
340,21898,112931.0,517.1439899476075
341,21921,229301.0,242.8358931419155
342,21941,231001.0,383.6895918828223
343,22544,210018.0,7.831167243505177
344,22667,210021.0,24.892025539876467
345,22756,223236.0,5.839098046555343
346,22761,107219.0,204.05091245735764
347,25757,22286.0,20.14840215916089
348,25912,22595.0,4.7248274941932
349,26016,67576.0,32.39204626418973
350,26227,139622.0,66.02742943360867
351,26378,23448.0,1.73429747775449
352,26518,23680.0,1.731897150247945
353,26652,140307.0,3.143087181246865
354,26717,67682.0,43.58321106628989
355,26884,76600.0,56.92740684549757
356,26950,76351.0,62.50160564116938
357,27016,67730.0,50.200113786651215
358,27065,67742.0,30.24644137189988
359,27131,25073.0,3.080779019093967
360,28990,142855.0,441.5601113493272
361,30188,22132.0,45.41672286173626
362,30372,199543.0,126.20495579889608
363,33219,112074.0,74.3910707480891
364,33297,112074.0,70.56818709184665
365,33528,112074.0,72.50088203510282
366,34408,103624.0,80.95983041595643
367,34501,202350.0,15.368791788587465
368,34953,86470.0,7.025031208112159
369,34958,219622.0,119.93474474518895
370,35119,202634.0,68.78065939786413
371,35407,232002.0,387.67418492415703
372,35410,225592.0,602.119732688832
373,35418,87117.0,167.78497083990823
374,36668,87000.0,213.5315825260699
375,78739,133825.0,255.69982291784865
376,18690,210107.0,41.5931099596133
377,18890,210331.0,414.1250089280058
378,18965,225804.0,98.56662782461441
379,19035,210268.0,585.9263948583773
380,19072,94356.0,286.6461030206906
381,19456,225828.0,111.1511536951484
382,19464,225806.0,22.29416986256079
383,19805,229727.0,768.1988558751834
384,18794,223319.0,12.845607211453636
385,19811,227657.0,11.746172680835954
386,19183,109776.0,304.46129575126827
387,19587,210734.0,994.7564293038258
388,19902,210752.0,232.9953030330896
389,17959,227137.0,1019.4219983970831
390,18078,104062.0,120.14401400563247
391,18140,207375.0,431.0696687577831
392,18221,91296.0,568.3018717742343
393,18336,220056.0,246.16124481433727
394,18333,207440.0,188.485771833855
395,17958,220055.0,51.518762881049646
396,19108,91398.0,448.04524255426
397,18063,207337.0,12.988762372879787
398,18219,91295.0,318.00635284016346
399,18072,207427.0,83.84685364065388
400,18245,227668.0,4.656647328381954
401,18241,115439.0,17.23485085373982
402,18243,231792.0,17.407396370255462
403,18065,91383.0,74.69029376298995
404,18244,231793.0,16.96133337111461
405,18064,207339.0,8.207988510870303
406,18073,207338.0,65.82652735534916
407,18218,207336.0,24.34880075352271
408,18220,207340.0,386.477121301666
409,18217,91297.0,14.276088619590519
410,17960,218763.0,41.54429723021598
411,18943,107298.0,99.45043132866088
412,19184,210754.0,211.01682230572433
413,18763,210354.0,231.52622000946104
414,19763,228403.0,1262.612674554668
415,19764,210703.0,250.8868020464386
416,19765,226587.0,240.77205704165704
417,18898,223311.0,129.05825008532716
418,19766,226588.0,10.518050958655227
419,19768,110449.0,122.4140484895926
420,18944,228395.0,140.0848053344749
421,18738,228394.0,205.21465521032815
422,19903,210735.0,293.7167885449529
423,18945,210723.0,71.3776456557194
424,18716,94715.0,85.59743126989146
425,18718,210720.0,278.42876760621994
426,18946,228399.0,209.81907745946418
427,19140,94711.0,260.09075578255647
428,18352,210719.0,4.216406410624651
429,19767,228397.0,110.87328117418159
430,19810,227658.0,8.292119714871582
431,18950,227656.0,5.52442814272836
432,19806,229727.0,401.44348998919895
433,19807,229727.0,748.1094587835935
434,18715,225877.0,588.7233159960621
435,18723,210234.0,18.812403379230222
436,18749,210303.0,11.103771803444982
437,19118,94307.0,271.48495632242685
438,19131,210068.0,183.6957523202926
439,19518,109699.0,272.70227138182725
440,19650,223247.0,76.05193753379642
441,19748,94316.0,698.4324171738388
442,19755,210101.0,699.2656474518329
443,19926,210305.0,75.35913556419972
444,19749,210389.0,478.0104785146542
445,19750,210364.0,407.4543148653086
446,19925,210361.0,887.4520933106526
447,18887,94377.0,326.15582721099787
448,19751,210365.0,29.558492282880817
449,19190,94328.0,190.97932182208314
450,19191,232813.0,71.8055589090083
451,19189,210343.0,70.53191512682426
452,18983,229695.0,135.0147435620454
453,19133,210199.0,200.55530478532745
454,19141,107224.0,475.3430312994456
455,19185,220181.0,211.5318472690276
456,19497,109736.0,234.0522212850589
457,19754,210270.0,168.9525458386166
458,19571,94241.0,494.73216795084494
459,18981,210290.0,51.55163633474949
460,19927,210296.0,47.17435663731034
461,19186,210220.0,15.380659303245228
462,19490,220174.0,6.980311686161922
463,19495,220177.0,95.36913853669178
464,19496,225860.0,299.23770714571884
465,19499,109764.0,129.03500977159342
466,19492,225858.0,90.60662742362564
467,19493,225853.0,14.275175616702134
468,19494,225854.0,9.75519097619577
469,19498,220173.0,12.78567129788651
470,19491,104185.0,11.279678691717923
471,19132,94199.0,139.3295137318162
472,19747,220227.0,238.4539701211853
473,19923,210230.0,53.64535853052552
474,18982,229701.0,44.59539575213952
475,19924,220183.0,55.46850257457494
476,19043,210288.0,76.5407280084684
477,19500,227195.0,262.78968546513437
478,19501,225836.0,278.1239280227706
479,18724,223242.0,37.704557544505846
480,18675,210082.0,14.838019180449164
481,19922,231149.0,152.73620938154127
482,18699,210138.0,160.55325667941815
483,19555,210149.0,147.3212326421196
484,19920,225846.0,118.28813730667632
485,19921,220204.0,179.38692480321117
486,19543,210026.0,520.159651471093
487,18911,210029.0,75.66754272728434
488,19928,229706.0,152.95074160820835
489,18363,229166.0,54.529046484761245
490,18984,229700.0,15.058946318087719
491,18667,210023.0,14.833900744204824
492,19929,229707.0,10.5395519585191
493,18668,210025.0,3.825039561412537
494,18669,210036.0,2.819062137921881
495,18673,111268.0,134.62540720235788
496,18670,210044.0,47.944972904184596
497,18760,223249.0,678.6075315247238
498,18889,223251.0,158.46991022473287
499,19073,231920.0,455.35578679937726
500,19117,231922.0,97.16378883600055
501,19814,230497.0,111.77866349161424
502,19188,210391.0,22.382039175366664
503,19502,231918.0,788.3893885729752
504,19187,111019.0,206.24212787219966
505,19441,226765.0,3.528410233968895
506,19445,221736.0,4.388710437874632
507,19446,221735.0,4.388710437874632
508,19444,221737.0,19.24944619320099
509,19647,105734.0,279.6725239137136
510,18784,107240.0,185.14364382923645
511,18951,210864.0,37.2274752072813
512,19808,230496.0,97.98802252936669
513,19809,202163.0,51.390719876728085
514,19504,115555.0,2.098002756289727
515,19503,115554.0,244.87587686032919
516,19076,94322.0,6.200861434148734
517,19657,210430.0,155.04480930935165
518,19649,210348.0,410.4310900944606
519,18758,210327.0,18.071581134730316
520,19077,210318.0,3.506023938898826
521,19075,94315.0,6.506023938898826
522,19813,227560.0,116.85524864102538
523,19812,111355.0,459.98839929242286
524,19520,225808.0,68.97530901462409
525,19074,210356.0,152.58341166190098
526,18893,210323.0,286.13852535627797
527,19516,210310.0,111.28133866664119
528,19517,225805.0,3.91330605611441
529,19519,225807.0,40.19281709596902
530,18714,210197.0,27.098724076600625
531,18719,210190.0,308.00088860347273
532,18899,94254.0,124.6325534685393
533,19045,210086.0,10.734568780192273
534,19046,210106.0,403.8482728557223
535,19128,231925.0,617.5942209199006
536,19432,210200.0,17.126701118484956
537,18745,210299.0,434.0990521647585
538,18900,94257.0,164.13249831644737
539,19040,210264.0,2.424109558369144
540,19427,109711.0,160.3380516203095
541,19655,210251.0,514.5196684978675
542,19947,210244.0,288.8542426678778
543,18728,210260.0,1.160813815771013
544,18743,94290.0,8.766678020870588
545,19119,94289.0,171.62310915598056
546,19120,210298.0,326.07308272319005
547,19651,210292.0,161.88377146630256
548,18734,94272.0,182.26943358943242
549,18901,210263.0,1.60038122872884
550,19127,94271.0,5.485032709291711
551,18736,210277.0,2.904958525678509
552,19121,210293.0,328.0343615139742
553,18729,210262.0,4.4871216289232
554,18735,210274.0,183.73931296124758
555,18737,210272.0,181.4871216289232
556,19654,210283.0,213.25804994333893
557,19677,210222.0,148.57090782180546
558,19042,210240.0,250.2747308295585
559,19678,225817.0,2.353309260271808
560,19679,210236.0,58.936932689758954
561,19680,109705.0,4.601561679247852
562,18720,210213.0,10.07238424048699
563,19683,109708.0,44.79608311450343
564,19041,220237.0,62.15541547335082
565,19945,225820.0,12.93088302743713
566,19946,220238.0,49.07253370351412
567,19656,210300.0,548.257882875676
568,18717,223240.0,37.3822109949484
569,19129,210135.0,295.00797514292054
570,18707,210178.0,450.88757084812073
571,19429,225823.0,9.702306320633454
572,19428,225822.0,8.098724076600627
573,19430,225824.0,5.836009072682634
574,18910,220246.0,123.59473409823748
575,19130,210094.0,83.04676193489512
576,19032,210256.0,12.492313060715093
577,19036,210225.0,29.108662810883825
578,19037,94249.0,117.7068023214581
579,19038,210207.0,387.21967035369266
580,19431,226213.0,3.902141270791613
581,19653,210228.0,10.40608856502051
582,19433,226215.0,26.183348117149976
583,19033,210207.0,123.08622121300576
584,19034,94203.0,113.288992394908
585,19039,210227.0,79.81969436967825
586,18688,210102.0,91.7526303413445
587,18706,210170.0,11.838009610436197
588,19134,221252.0,56.10782356802164
589,19617,210105.0,7.013200883276303
590,19620,94113.0,175.78798980566975
591,18702,210164.0,19.48636531983854
592,18692,94113.0,71.10843902425324
593,18689,210113.0,18.013200883276305
594,19619,219002.0,198.51514720764567
595,19044,210089.0,10.982040748001591
596,19618,210092.0,9.247162796478758
597,18681,210088.0,53.068242082218326
598,18705,210151.0,275.99544750077104
599,19195,94110.0,174.78798980566975
600,19458,109717.0,4.201194371225727
601,18904,221254.0,67.30411428012134
602,19196,94113.0,443.77940099962734
603,18693,210123.0,22.93491831260983
604,19457,225826.0,27.16537152220629
605,18797,220552.0,645.6845529571378
606,18800,95471.0,40.89568369577478
607,18812,211535.0,141.7514421846304
608,18879,95456.0,318.53445189854807
609,18994,211457.0,342.01125708202096
610,19007,95406.0,176.28867706794978
611,19027,95461.0,243.4004847413406
612,19078,223321.0,423.3260821483974
613,19113,220545.0,594.1117821804397
614,19355,104558.0,124.51899815508663
615,19360,103039.0,152.5037983969216
616,19693,227091.0,29.187824913996945
617,19698,211397.0,606.8111389489383
618,19719,211478.0,499.0373633998027
619,19791,104561.0,231.9958100649606
620,19816,211466.0,164.63499789555286
621,19954,86153.0,273.28913055719073
622,21266,219343.0,5.353515453411433
623,21267,103354.0,3.52932165337584
624,19676,210911.0,324.1002863929842
625,19079,226774.0,499.3260821483974
626,18814,223377.0,1190.3020510632925
627,18799,211473.0,10.379303054409945
628,18874,95506.0,15.913057469134712
629,18761,223317.0,158.52378457851927
630,18895,202150.0,144.33945886618258
631,18896,222707.0,829.5551883295901
632,19071,210844.0,591.4765232647654
633,19114,225797.0,571.0136795216445
634,19664,210828.0,244.3836153555949
635,19681,232400.0,150.7128961572956
636,19886,229046.0,156.81567375746852
637,22671,210078.0,10.563991229033853
638,22757,94059.0,11.683776991563514
639,18883,220342.0,694.0211950819045
640,19070,220344.0,493.07755788077975
641,19115,210861.0,583.1186823391037
642,19802,113389.0,465.32295946238423
643,19853,210855.0,250.87826810192468
644,18790,210860.0,7.846488804644709
645,18963,210872.0,412.94226566117607
646,18964,210860.0,449.7185021439392
647,19854,210851.0,267.92660921399863
648,19803,210851.0,61.604181958728034
649,19804,210384.0,59.841773432437854
650,19675,210321.0,407.3874587204392
651,19855,220338.0,533.7332080298803
652,19885,210309.0,52.3659772858487
653,19116,210345.0,62.729967775795025
654,19648,210355.0,61.16142473970165
655,19652,94334.0,201.14902541291457
656,19872,220338.0,441.4852077153719
657,19873,220340.0,384.55418135753547
658,19884,220341.0,80.50211955492392
659,19673,210840.0,11.063361932193558
660,19674,210831.0,308.59671184007004
661,19876,210308.0,125.35235170217489
662,19877,229046.0,140.63835092643097
663,19069,210836.0,45.14883481731176
664,18756,210830.0,11.381666087975262
665,18696,210132.0,2.619566845988542
666,18703,94144.0,5.636167635376035
667,19068,210490.0,890.5114421193267
668,19670,210209.0,286.4260383356636
669,19682,210204.0,520.9536523023603
670,19879,210183.0,323.03271566130513
671,19895,210183.0,93.13635915323145
672,19881,210254.0,98.59730736283724
673,19889,229049.0,180.15586687835867
674,19890,229050.0,189.0111309825675
675,18730,94233.0,47.02846673681664
676,19659,229750.0,22.756283787602598
677,19660,109693.0,47.517237606837426
678,19878,232118.0,86.43645405610887
679,19658,225802.0,6.817367022264508
680,19882,210252.0,102.53984957732767
681,18966,232117.0,17.96957938190303
682,18694,210415.0,37.67101439473445
683,18698,94138.0,277.06905865987653
684,18700,210144.0,170.8630942614456
685,18680,210079.0,187.99641613795615
686,19123,210093.0,205.66965356661964
687,19615,111262.0,25.171681804459077
688,18686,94093.0,170.77503224478676
689,19122,210097.0,65.51301293500703
690,19614,227456.0,45.10900148601297
691,19613,227458.0,13.051081961131201
692,18710,210160.0,13.248245177096319
693,18695,210131.0,54.002992794326836
694,19459,94180.0,80.81025553435776
695,19880,210183.0,313.932695670628
696,18704,210146.0,18.370608324723477
697,19671,94219.0,148.37003444706136
698,19672,94207.0,245.3999124392481
699,19199,94215.0,4.689264103223969
700,19669,94235.0,5.062722799444582
701,18682,210084.0,8.466564483176661
702,19892,229062.0,55.02890907535447
703,19893,229055.0,107.96318725872806
704,18709,210162.0,10.642664062072592
705,18908,94122.0,53.60450840684577
706,18967,210103.0,160.2623417707934
707,19883,210128.0,113.4476781100966
708,19888,229747.0,61.69530714698471
709,19875,210161.0,118.28998678405011
710,19874,210161.0,120.99970386674259
711,19887,210155.0,35.11141735607217
712,18701,210147.0,8.255758602172325
713,19894,210116.0,218.2995012857309
714,18697,94124.0,37.903220000676605
715,18687,210095.0,48.8960818152991
716,19891,229059.0,78.27735018022216
717,19067,210064.0,67.04498283188406
718,19137,94057.0,49.67972091514985
719,18398,210075.0,116.71304116191466
720,22669,94415.0,119.51607171390111
721,22677,210421.0,24.83361330489349
722,22681,220388.0,32.085764928738854
723,19126,210057.0,31.67786384271928
724,22670,94047.0,139.285077266609
725,22764,104395.0,3.783573652611532
726,22788,210048.0,28.71691826516735
727,18852,210049.0,11.27333595337344
728,22676,229761.0,33.337295377638696
729,22789,229761.0,11.646861172684554
730,22706,210033.0,57.51833182181095
731,22707,94030.0,43.187428729473694
732,22765,94034.0,62.66863525008725
733,22708,94030.0,38.73425568848798
734,22668,223257.0,131.16148069001275
735,22697,94416.0,126.75828700296752
736,22680,220387.0,5.046138039464589
737,22678,220386.0,20.59053028680704
738,22679,220386.0,134.8796095535038
739,22694,210060.0,35.581082902739055
740,22696,94055.0,8.438507389832244
741,22755,210056.0,7.375245018479808
742,18885,95407.0,248.09713742056982
743,19696,95437.0,172.1815993888228
744,19699,110640.0,178.3095231899653
745,19697,110637.0,16.51276212352402
746,19357,211593.0,50.473923136045336
747,19359,211295.0,154.5037983969216
748,19356,95589.0,13.024451119214742
749,18907,210120.0,788.6479848007491
750,19009,202146.0,345.60942412432155
751,19662,222703.0,570.0483592830702
752,19667,210221.0,455.48599153862034
753,19742,231995.0,444.3568622468771
754,18744,94274.0,183.73944955076604
755,19663,226090.0,297.18473911807513
756,19665,223245.0,26.72108321491793
757,18733,210248.0,12.323433279507688
758,19398,225796.0,353.74865185112196
759,18732,210247.0,6.297922420683799
760,18746,210827.0,7.09764179378444
761,18691,210108.0,5.99642028982128
762,19661,210124.0,5.85250813200047
763,18906,210156.0,462.49734744758524
764,18909,210457.0,168.84693872705844
765,19666,94154.0,165.6383648980339
766,19668,210163.0,50.17284203011506
767,19955,210046.0,20.813563052049854
768,18683,210062.0,216.68802769769758
769,18676,210042.0,40.49208942513965
770,18679,210047.0,63.81356305204986
771,18678,94043.0,196.63388807677455
772,18739,220489.0,119.8570592075673
773,18685,114379.0,141.00690705200432
774,21270,219342.0,1.930017965146235
775,21279,219340.0,5.067116737191588
